model,task,trial_dir,resolved,f2p_passed,f2p_total,p2p_passed,p2p_total,posthoc_skips_applied,agent_steps,tool_call_count,input_tokens,cached_tokens,output_tokens,wall_clock_sec,infra_fail
qwen-3.6,t2v3-CR1c25-django-settings-forward-ref,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-CR1c25-django-settings-forw-9Pu84SM,0,0,5,25,25,0,4,6,71354,,97043,584.34572,0
qwen-3.6,t2v3-CS8148-literal-union-type-handling,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-CS8148-literal-union-type-h-cVwYrnq,0,3,5,128,128,0,67,72,4187609,,58664,633.149404,0
qwen-3.6,t2v3-CS8148-literal-union-type-handling,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-CS8148-literal-union-type-h-YNwefq4,0,3,5,128,128,0,75,81,3753318,,75427,742.870378,0
qwen-3.6,t2v3-CS8148-literal-union-type-handling,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-CS8148-literal-union-type-h-NKt6qo5,0,2,5,128,128,0,53,62,2410503,,86690,697.168132,0
qwen-3.6,t2v3-CS8148-literal-union-type-handling,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-CS8148-literal-union-type-h-jf2jXNC,0,1,5,128,128,0,50,56,4072676,,69903,600.922935,0
qwen-3.6,t2v3-CS8148-literal-union-type-handling,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-CS8148-literal-union-type-h-UMYyi55,0,0,5,128,128,0,11,20,359928,,27471,215.630347,0
qwen-3.6,t2v3-CUf582-ws-control-frame-filtering,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-CUf582-ws-control-frame-fil-weK6gK5,0,0,5,110,110,0,5,9,79704,,16294,124.287101,0
qwen-3.6,t2v3-CUf582-ws-control-frame-filtering,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-CUf582-ws-control-frame-fil-AjNndrP,0,0,5,110,110,0,17,20,1194016,,49710,332.590591,0
qwen-3.6,t2v3-CUf582-ws-control-frame-filtering,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-CUf582-ws-control-frame-fil-iGJnshb,0,0,5,110,110,0,12,19,247870,,135197,851.020022,0
qwen-3.6,t2v3-CUf582-ws-control-frame-filtering,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-CUf582-ws-control-frame-fil-Ue2widT,0,0,5,110,110,0,7,10,132380,,73835,459.193455,0
qwen-3.6,t2v3-CUf582-ws-control-frame-filtering,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-CUf582-ws-control-frame-fil-kHe3A2g,0,0,5,110,110,0,4,7,72414,,28232,214.662479,0
qwen-3.6,t2v3-DA055f-input-model-ref-strategy,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DA055f-input-model-ref-stra-pb7ZtuW,0,0,10,40,40,0,7,11,321583,,44162,350.819109,0
qwen-3.6,t2v3-DA055f-input-model-ref-strategy,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DA055f-input-model-ref-stra-ZHo3rtc,0,0,10,40,40,0,12,17,740587,,100997,684.537024,0
qwen-3.6,t2v3-DA055f-input-model-ref-strategy,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DA055f-input-model-ref-stra-NrTDRp5,0,0,10,40,40,0,7,13,389781,,65105,466.003347,0
qwen-3.6,t2v3-DA055f-input-model-ref-strategy,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DA055f-input-model-ref-stra-H9gu48g,0,3,10,40,40,0,12,15,710814,,77859,540.756406,0
qwen-3.6,t2v3-DA055f-input-model-ref-strategy,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DA055f-input-model-ref-stra-Jm2sNmQ,0,0,10,40,40,0,6,10,303549,,22960,245.83285,0
qwen-3.6,t2v3-DA076a-dace-argument-marshal-refactor,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DA076a-dace-argument-marsha-LWgX7w2,1,4,4,14,14,0,49,63,4850036,,19888,259.813604,0
qwen-3.6,t2v3-DA076a-dace-argument-marshal-refactor,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DA076a-dace-argument-marsha-od3BLyF,1,4,4,14,14,0,60,88,3650147,,32285,345.021544,0
qwen-3.6,t2v3-DA076a-dace-argument-marshal-refactor,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DA076a-dace-argument-marsha-EzhVbwc,1,4,4,14,14,0,57,70,6655480,,24244,360.78653,0
qwen-3.6,t2v3-DA076a-dace-argument-marshal-refactor,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DA076a-dace-argument-marsha-897HhFq,1,4,4,14,14,0,13,29,441074,,70009,454.17608,0
qwen-3.6,t2v3-DA076a-dace-argument-marshal-refactor,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DA076a-dace-argument-marsha-8gmW2BX,1,4,4,14,14,0,43,68,2268022,,18284,221.975286,0
qwen-3.6,t2v3-DA0f7a-input-model-unserializable-types,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DA0f7a-input-model-unserial-4BZbQBV,0,0,9,66,66,0,31,35,2145039,,38219,294.968262,0
qwen-3.6,t2v3-DA0f7a-input-model-unserializable-types,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DA0f7a-input-model-unserial-5bVGQwr,0,0,9,66,66,0,12,18,505709,,19379,140.688557,0
qwen-3.6,t2v3-DA0f7a-input-model-unserializable-types,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DA0f7a-input-model-unserial-GFZWS8q,0,0,9,66,66,0,26,32,1353567,,82578,537.367292,0
qwen-3.6,t2v3-DA0f7a-input-model-unserializable-types,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DA0f7a-input-model-unserial-XytTLpX,0,0,9,66,66,0,14,18,751461,,63784,427.873099,0
qwen-3.6,t2v3-DA0f7a-input-model-unserializable-types,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DA0f7a-input-model-unserial-Rz8fM5A,0,0,9,58,66,0,23,31,2251700,,108019,734.390679,0
qwen-3.6,t2v3-DAa2a4-pydantic-v2-alias-choices,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DAa2a4-pydantic-v2-alias-ch-x6vkvsy,0,0,8,778,778,0,25,53,823808,,115614,820.73233,0
qwen-3.6,t2v3-DAa2a4-pydantic-v2-alias-choices,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DAa2a4-pydantic-v2-alias-ch-hiwkAEC,0,0,8,778,778,0,18,41,603453,,66935,749.935463,0
qwen-3.6,t2v3-DAa2a4-pydantic-v2-alias-choices,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DAa2a4-pydantic-v2-alias-ch-YpSihnT,0,0,8,778,778,0,16,39,427954,,8623,202.651375,0
qwen-3.6,t2v3-DAa2a4-pydantic-v2-alias-choices,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DAa2a4-pydantic-v2-alias-ch-2rAW3oR,0,0,8,778,778,0,11,18,372254,,81213,570.850201,0
qwen-3.6,t2v3-DAa2a4-pydantic-v2-alias-choices,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DAa2a4-pydantic-v2-alias-ch-Kno79Yk,0,0,8,778,778,0,25,47,862188,,69731,507.356234,0
qwen-3.6,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DAbca6-packed-strides-conti-rY2yc79,0,60,62,3,3,0,43,63,2154100,,179140,1140.387669,0
qwen-3.6,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DAbca6-packed-strides-conti-CuTboy9,0,0,62,3,3,0,4,7,76578,,65045,403.237734,0
qwen-3.6,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DAbca6-packed-strides-conti-G2ZixHx,0,36,62,3,3,0,23,31,896992,,101580,670.837402,0
qwen-3.6,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DAbca6-packed-strides-conti-YxXtCsh,0,40,62,3,3,0,12,13,615193,,109545,666.150516,0
qwen-3.6,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DAbca6-packed-strides-conti-T5svL89,0,22,62,3,3,0,13,20,454760,,74843,463.858876,0
qwen-3.6,t2v3-DB1222-tz-aware-cron-backfill,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DB1222-tz-aware-cron-backfi-tsMExxq,0,1,7,16,16,0,31,37,1251908,,15632,291.286223,0
qwen-3.6,t2v3-DB1222-tz-aware-cron-backfill,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DB1222-tz-aware-cron-backfi-2M7SiS3,0,1,7,16,16,0,46,58,1915388,,19415,305.201446,0
qwen-3.6,t2v3-DB1222-tz-aware-cron-backfill,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DB1222-tz-aware-cron-backfi-irVvMfQ,0,4,7,16,16,0,34,41,3968376,,22454,358.331641,0
qwen-3.6,t2v3-DB1222-tz-aware-cron-backfill,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DB1222-tz-aware-cron-backfi-2kKyRew,0,3,7,16,16,0,39,53,1731934,,18323,304.667605,0
qwen-3.6,t2v3-DB1222-tz-aware-cron-backfill,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DB1222-tz-aware-cron-backfi-23i8Ksg,0,1,7,16,16,0,37,49,1570916,,17555,305.739253,0
qwen-3.6,t2v3-DE0e88-hpo-solution-selection-framework,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DE0e88-hpo-solution-selecti-AhiTfu6,0,1,3,2,2,0,20,25,1057943,,21625,213.38976,0
qwen-3.6,t2v3-DE0e88-hpo-solution-selection-framework,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DE0e88-hpo-solution-selecti-GnCZNie,0,0,3,2,2,0,4,9,134142,,64522,429.125023,0
qwen-3.6,t2v3-DE0e88-hpo-solution-selection-framework,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DE0e88-hpo-solution-selecti-FodnN9d,0,1,3,2,2,0,11,14,472566,,23208,173.156634,0
qwen-3.6,t2v3-DE0e88-hpo-solution-selection-framework,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DE0e88-hpo-solution-selecti-mCwGH5V,0,1,3,2,2,0,17,23,1006989,,19289,192.109082,0
qwen-3.6,t2v3-DE0e88-hpo-solution-selection-framework,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DE0e88-hpo-solution-selecti-7sHhsxo,0,1,3,2,2,0,18,24,1114912,,16371,182.786296,0
qwen-3.6,t2v3-DE4791-kornia-augmentation-migration,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-DE4791-kornia-augmentation--GDKaH9s,0,11,17,12,13,0,89,95,6738956,,44308,1407.909528,0
qwen-3.6,t2v3-DE4791-kornia-augmentation-migration,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-DE4791-kornia-augmentation--8qajGAY,0,0,17,13,13,0,21,29,1173356,,69270,506.112974,0
qwen-3.6,t2v3-DE4791-kornia-augmentation-migration,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-DE4791-kornia-augmentation--3erJSXf,0,0,17,13,13,0,7,16,205546,,66617,444.591852,0
qwen-3.6,t2v3-DE4791-kornia-augmentation-migration,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-DE4791-kornia-augmentation--oBX6waN,0,0,17,0,13,0,15,26,464929,,11053,147.550719,0
qwen-3.6,t2v3-DE4791-kornia-augmentation-migration,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-DE4791-kornia-augmentation--DS9Ej4N,0,14,17,12,13,0,76,85,6325174,,30823,833.092302,0
qwen-3.6,t2v3-EL228e-esql-dsl-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-EL228e-esql-dsl-integration-uqKkHuR,0,0,2,30,30,0,7,13,298985,,924,58.032047,0
qwen-3.6,t2v3-EL228e-esql-dsl-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-EL228e-esql-dsl-integration-dWb5sit,0,0,2,30,30,0,7,12,309722,,32241,252.292229,0
qwen-3.6,t2v3-EL228e-esql-dsl-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-EL228e-esql-dsl-integration-5cf8SBo,0,0,2,30,30,0,5,9,144212,,15915,148.918807,0
qwen-3.6,t2v3-EL228e-esql-dsl-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-EL228e-esql-dsl-integration-peKiGEJ,0,0,2,0,30,0,9,15,536985,,95399,615.183166,0
qwen-3.6,t2v3-EL228e-esql-dsl-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-EL228e-esql-dsl-integration-UaCnRMT,0,0,2,30,30,0,19,30,925303,,23413,202.708489,0
qwen-3.6,t2v3-EV1c73-opportunistic-type2-charging,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-EV1c73-opportunistic-type2--bDSJmJB,1,3,3,0,0,0,65,78,4393769,,20957,317.797071,0
qwen-3.6,t2v3-EV1c73-opportunistic-type2-charging,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-EV1c73-opportunistic-type2--jUHa4t3,0,0,3,0,0,0,23,30,1106858,,106124,706.689614,0
qwen-3.6,t2v3-EV1c73-opportunistic-type2-charging,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-EV1c73-opportunistic-type2--Sx9hdg2,0,2,3,0,0,0,53,70,3565124,,26549,340.350596,0
qwen-3.6,t2v3-EV1c73-opportunistic-type2-charging,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-EV1c73-opportunistic-type2--fxze9Jo,0,0,3,0,0,0,24,34,1530811,,41635,342.894728,0
qwen-3.6,t2v3-EV1c73-opportunistic-type2-charging,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-EV1c73-opportunistic-type2--8EsLRT3,0,2,3,0,0,0,22,30,1103388,,18908,186.373862,0
qwen-3.6,t2v3-FA800f-colmodernvbert-multimodal-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-FA800f-colmodernvbert-multi-9TcVvKX,0,0,6,0,0,0,13,19,429602,,30862,237.486452,0
qwen-3.6,t2v3-FA800f-colmodernvbert-multimodal-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-FA800f-colmodernvbert-multi-7fWs746,0,0,6,0,0,0,14,22,472704,,71218,482.092336,0
qwen-3.6,t2v3-FA800f-colmodernvbert-multimodal-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-FA800f-colmodernvbert-multi-nxmHpU9,0,0,6,0,0,0,26,35,1240013,,21231,201.087789,0
qwen-3.6,t2v3-FA800f-colmodernvbert-multimodal-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-FA800f-colmodernvbert-multi-EEMfPt4,0,0,6,0,0,0,5,15,136029,,65020,424.933288,0
qwen-3.6,t2v3-FA800f-colmodernvbert-multimodal-integration,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-FA800f-colmodernvbert-multi-rUNH8DD,0,0,6,0,0,0,7,19,204295,,70003,456.479888,0
qwen-3.6,t2v3-FAe252-publisher-mock-empty-dest,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-FAe252-publisher-mock-empty-B8Au6Xr,0,0,5,280,280,0,10,22,394804,,65097,406.448792,0
qwen-3.6,t2v3-FAe252-publisher-mock-empty-dest,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-FAe252-publisher-mock-empty-hsvDbHm,0,0,5,280,280,0,12,23,476523,,79646,562.880123,0
qwen-3.6,t2v3-FAe252-publisher-mock-empty-dest,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-FAe252-publisher-mock-empty-b5nzmhJ,0,0,5,280,280,0,9,15,244567,,71166,472.472042,0
qwen-3.6,t2v3-FAe252-publisher-mock-empty-dest,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-FAe252-publisher-mock-empty-ooArJrP,0,0,5,280,280,0,6,14,184982,,72545,512.713295,0
qwen-3.6,t2v3-FAe252-publisher-mock-empty-dest,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-FAe252-publisher-mock-empty-YsDkEZQ,0,0,5,280,280,0,12,21,436269,,33772,255.275849,0
qwen-3.6,t2v3-FL8811-nested-pydantic-type-resolution,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-FL8811-nested-pydantic-type-sdg4Hgq,1,7,7,9,9,0,33,40,1293237,,22014,226.478374,0
qwen-3.6,t2v3-FL8811-nested-pydantic-type-resolution,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-FL8811-nested-pydantic-type-zgwjLfg,0,0,7,9,9,0,7,12,153288,,31327,212.211022,0
qwen-3.6,t2v3-FL8811-nested-pydantic-type-resolution,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-FL8811-nested-pydantic-type-RbGvZ27,1,7,7,9,9,0,59,62,2646819,,23116,323.916751,0
qwen-3.6,t2v3-FL8811-nested-pydantic-type-resolution,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-FL8811-nested-pydantic-type-tnREirP,1,7,7,9,9,0,59,67,3112253,,32739,356.648022,0
qwen-3.6,t2v3-FL8811-nested-pydantic-type-resolution,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-FL8811-nested-pydantic-type-rrLAVDd,0,6,7,9,9,0,44,48,1927895,,16018,234.365029,0
qwen-3.6,t2v3-GD9598-path-umgeometric-inheritance,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-GD9598-path-umgeometric-inh-sGargbR,0,0,6,27,27,0,12,18,474258,,28398,245.035152,0
qwen-3.6,t2v3-GD9598-path-umgeometric-inheritance,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-GD9598-path-umgeometric-inh-4twtysp,0,3,6,27,27,0,63,77,4909602,,21959,285.191136,0
qwen-3.6,t2v3-GD9598-path-umgeometric-inheritance,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-GD9598-path-umgeometric-inh-mEmRA3z,0,3,6,27,27,0,47,51,3481858,,27231,273.115521,0
qwen-3.6,t2v3-GD9598-path-umgeometric-inheritance,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-GD9598-path-umgeometric-inh-Zqq5DWq,0,3,6,27,27,0,48,57,3420475,,38831,348.251122,0
qwen-3.6,t2v3-GD9598-path-umgeometric-inheritance,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-GD9598-path-umgeometric-inh-KPfw3NP,0,0,6,27,27,0,8,13,318572,,7686,66.972889,0
qwen-3.6,t2v3-GR9704-streaming-embed-text-tables,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-GR9704-streaming-embed-text-Lm4dwJG,0,0,9,0,0,0,5,6,103467,,65767,454.224941,0
qwen-3.6,t2v3-GR9704-streaming-embed-text-tables,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-GR9704-streaming-embed-text-GM5BeD5,0,8,9,0,0,0,26,33,865748,,17265,208.809644,0
qwen-3.6,t2v3-GR9704-streaming-embed-text-tables,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-GR9704-streaming-embed-text-ZZhtgMY,1,9,9,0,0,0,18,27,509424,,29478,261.745423,0
qwen-3.6,t2v3-GR9704-streaming-embed-text-tables,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-GR9704-streaming-embed-text-8ybgxkh,1,9,9,0,0,0,20,30,592099,,14826,170.955441,0
qwen-3.6,t2v3-GR9704-streaming-embed-text-tables,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-GR9704-streaming-embed-text-sCtjtUH,0,0,9,0,0,0,8,14,176782,,36350,248.362133,0
qwen-3.6,t2v3-HAc618-hatch-pep735-dependency-groups,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-HAc618-hatch-pep735-depende-xDty93F,0,0,3,117,117,0,27,36,2077322,,18287,209.484634,0
qwen-3.6,t2v3-HAc618-hatch-pep735-dependency-groups,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-HAc618-hatch-pep735-depende-ZhuDfk3,0,1,3,117,117,0,63,71,5505803,,30077,368.478177,0
qwen-3.6,t2v3-HAc618-hatch-pep735-dependency-groups,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-HAc618-hatch-pep735-depende-dksoefC,0,0,3,117,117,0,10,14,462542,,71521,477.254851,0
qwen-3.6,t2v3-HAc618-hatch-pep735-dependency-groups,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-HAc618-hatch-pep735-depende-H3icPh7,0,0,3,117,117,0,27,39,1277533,,11361,162.969953,0
qwen-3.6,t2v3-HAc618-hatch-pep735-dependency-groups,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-HAc618-hatch-pep735-depende-V8gyjUx,0,0,3,117,117,0,54,67,2808939,,37725,391.01474,0
qwen-3.6,t2v3-HU0299-webhooks-cli-subcommand,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-HU0299-webhooks-cli-subcomm-nduLF5v,0,5,13,126,126,0,65,70,3951342,,17122,211.510474,0
qwen-3.6,t2v3-HU0299-webhooks-cli-subcommand,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-HU0299-webhooks-cli-subcomm-FDw73rL,0,5,13,126,126,0,61,64,3650734,,12736,187.3294,0
qwen-3.6,t2v3-HU0299-webhooks-cli-subcommand,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-HU0299-webhooks-cli-subcomm-rgSJB7v,0,3,13,126,126,0,65,70,3887903,,13368,204.768741,0
qwen-3.6,t2v3-HU0299-webhooks-cli-subcommand,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-HU0299-webhooks-cli-subcomm-GG7H79u,0,0,13,126,126,0,53,62,2280021,,12183,147.881659,0
qwen-3.6,t2v3-HU0299-webhooks-cli-subcommand,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-HU0299-webhooks-cli-subcomm-AGxhJ4S,0,4,13,126,126,0,79,83,5283657,,19290,254.9634,0
qwen-3.6,t2v3-HU03e0-cli-output-whoami-format,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-HU03e0-cli-output-whoami-fo-DtCHtLV,0,3,5,297,297,0,57,65,2735620,,14082,201.975365,0
qwen-3.6,t2v3-HU03e0-cli-output-whoami-format,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-HU03e0-cli-output-whoami-fo-A4G4bw8,0,0,5,0,297,0,39,40,1715995,,10088,163.40801,0
qwen-3.6,t2v3-HU03e0-cli-output-whoami-format,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-HU03e0-cli-output-whoami-fo-jL9KYCu,0,3,5,297,297,0,37,50,1733891,,11350,159.594315,0
qwen-3.6,t2v3-HU03e0-cli-output-whoami-format,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-HU03e0-cli-output-whoami-fo-aKe83Nf,0,3,5,297,297,0,44,51,2003521,,14889,200.308563,0
qwen-3.6,t2v3-HU03e0-cli-output-whoami-format,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-HU03e0-cli-output-whoami-fo-qoVYdcM,0,3,5,297,297,0,55,68,2918020,,16560,196.568181,0
qwen-3.6,t2v3-HU98e9-cli-repo-type-prefix-rewrite,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-HU98e9-cli-repo-type-prefix-maWRHXx,0,0,21,242,242,0,7,9,193684,,65578,433.468175,0
qwen-3.6,t2v3-HU98e9-cli-repo-type-prefix-rewrite,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-HU98e9-cli-repo-type-prefix-uNQbSfg,0,14,21,242,242,0,50,55,3119128,,50822,423.311773,0
qwen-3.6,t2v3-HU98e9-cli-repo-type-prefix-rewrite,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-HU98e9-cli-repo-type-prefix-8kt55xT,0,0,21,242,242,0,5,7,149588,,65785,446.182501,0
qwen-3.6,t2v3-HU98e9-cli-repo-type-prefix-rewrite,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-HU98e9-cli-repo-type-prefix-pb3aUEy,0,4,21,242,242,0,99,101,6812116,,48564,536.490189,0
qwen-3.6,t2v3-HU98e9-cli-repo-type-prefix-rewrite,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-HU98e9-cli-repo-type-prefix-7wkMkhv,0,0,21,242,242,0,9,14,313504,,73025,495.918932,0
qwen-3.6,t2v3-JS37fa-handler-context-propagation,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-JS37fa-handler-context-prop-4pGuX2U,1,2,2,7,7,0,38,43,1899653,,24751,253.448628,0
qwen-3.6,t2v3-JS37fa-handler-context-propagation,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-JS37fa-handler-context-prop-v8rQM2j,1,2,2,7,7,0,32,35,1553393,,11263,172.084934,0
qwen-3.6,t2v3-JS37fa-handler-context-propagation,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-JS37fa-handler-context-prop-BsndugY,1,2,2,7,7,0,36,37,1781288,,18565,229.19427,0
qwen-3.6,t2v3-JS37fa-handler-context-propagation,/data/projects/craft-taskgen/evals-final/qwen36/iter1-mon/t2v3-JS37fa-handler-context-prop-5ZxDDJA,1,2,2,7,7,0,24,26,1117617,,10673,146.222235,0
qwen-3.6,t2v3-JS37fa-handler-context-propagation,/data/projects/craft-taskgen/evals-final/qwen36/iter4-sat/t2v3-JS37fa-handler-context-prop-yVW4imc,0,0,2,7,7,0,26,30,1195724,,75502,545.050147,0
qwen-3.6,t2v3-LAac00-circuit-ansatz-ancilla-support,/data/projects/craft-taskgen/evals-final/qwen36/iter2-sat/t2v3-LAac00-circuit-ansatz-ancil-HSGNuRQ,1,12,12,51,51,0,26,28,1141296,,70412,508.689839,0
qwen-3.6,t2v3-LAac00-circuit-ansatz-ancilla-support,/data/projects/craft-taskgen/evals-final/qwen36/iter3-sat/t2v3-LAac00-circuit-ansatz-ancil-gMWj4Nc,0,0,12,51,51,0,5,6,130203,,112770,743.508629,0
qwen-3.6,t2v3-LAac00-circuit-ansatz-ancilla-support,/data/projects/craft-taskgen/evals-final/qwen36/iter2-mon/t2v3-LAac00-circuit-ansatz-ancil-5NrTZbE,1,12,12,51,51,0,25,26,1054399,,40007,465.655907,0
